EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n97		3XSSC	CONTROL			299	213	86	357	262	95	449	330	119	  0.91	  1.10	  0.72	  1.38	  1.00	  1.00	  0.49	  0.54	0	B	6	0	5811	571	493	580	502	0			0	
y744n97		GENOMIC 50NG/UL	CONTROL			345	218	127	370	267	103	466	336	130	  1.23	  0.81	  0.98	  1.02	  1.00	  1.00	  0.98	  0.81	0	B	7	0	3876	118	488	127	497	0			0	
y744n97		3XSSC	CONTROL			470	202	268	533	275	258	671	346	325	  1.04	  0.96	  0.82	  1.21	  1.00	  1.00	  0.87	  0.91	0	B	8	0	5812	581	493	590	502	0			0	
y744n97		POLY A	CONTROL			393	216	177	461	275	186	580	346	234	  0.95	  1.05	  0.76	  1.32	  1.00	  1.00	  0.74	  0.95	0	B	9	0	3877	128	488	137	497	0			0	
y744n97		LAMBDA	CONTROL			554	243	311	647	286	361	815	360	455	  0.86	  1.16	  0.68	  1.46	  1.00	  1.00	  0.65	  0.96	0	B	10	0	5813	591	493	600	502	0			0	
y744n97		POLY A	CONTROL			354	217	137	377	260	117	475	327	148	  1.17	  0.85	  0.93	  1.08	  1.00	  1.00	  0.97	  0.86	0	B	11	0	3878	138	488	147	497	0			0	
y744n97		LAMBDA	CONTROL			617	251	366	614	293	321	773	369	404	  1.14	  0.88	  0.91	  1.10	  1.00	  1.00	  0.92	  0.95	0	B	12	0	5814	601	493	610	502	0			0	
y744n97		SALMON SPERM	CONTROL			409	221	188	419	279	140	528	351	177	  1.34	  0.74	  1.06	  0.94	  1.00	  1.00	  1.23	  0.89	0	C	1	0	7	163	39	172	48	0			0	
y744n97		PBR322	CONTROL			975	264	711	842	326	516	1061	410	651	  1.38	  0.73	  1.09	  0.92	  1.00	  1.00	  1.11	  0.98	0	C	2	0	1943	615	44	624	53	0			0	
y744n97		SALMON SPERM	CONTROL			1309	259	1050	1364	302	1062	1718	380	1338	  0.99	  1.01	  0.78	  1.27	  0.93	  1.08	  0.71	  0.97	0	C	3	0	8	173	39	182	48	0			0	
y744n97		PBR322	CONTROL			736	250	486	688	294	394	867	370	497	  1.23	  0.81	  0.98	  1.02	  1.00	  1.00	  1.10	  0.97	0	C	4	0	1944	625	44	634	53	0			0	
y744n97		PKRX PLASMID CONTAINING LACZ	CONTROL			377	222	155	412	289	123	519	364	155	  1.26	  0.79	  1.00	  1.00	  1.00	  1.00	  0.96	  0.86	0	C	5	0	9	183	39	192	48	0			0	
y744n97		PKRX PLASMID CONTAINING LACZ	CONTROL			547	244	303	581	305	276	732	384	348	  1.10	  0.91	  0.87	  1.15	  1.00	  1.00	  0.93	  0.94	0	C	6	0	1945	635	44	644	53	0			0	
y744n97		PLASMID CONTAINING GFP	CONTROL			429	261	168	474	310	164	597	390	207	  1.02	  0.98	  0.81	  1.23	  1.00	  1.00	  0.90	  0.93	0	C	7	0	10	193	40	202	49	0			0	
y744n97		PLASMID CONTAINING GFP	CONTROL			535	248	287	544	303	241	685	381	304	  1.19	  0.84	  0.94	  1.06	  1.00	  1.00	  0.93	  0.94	0	C	8	0	1946	645	45	654	54	0			0	
y744n97		3XSSC	CONTROL			515	250	265	594	343	251	748	432	316	  1.06	  0.95	  0.84	  1.19	  1.00	  1.00	  0.90	  0.95	0	C	9	0	11	203	40	212	49	0			0	
y744n97		3XSSC	CONTROL			773	252	521	759	314	445	956	395	561	  1.17	  0.85	  0.93	  1.08	  1.00	  1.00	  0.93	  0.96	0	C	10	0	1947	655	45	664	54	0			0	
y744n97		3XSSC	CONTROL			570	267	303	703	405	298	885	510	375	  1.02	  0.98	  0.81	  1.24	  1.00	  1.00	  0.80	  0.91	0	C	11	0	12	213	40	222	49	0			0	
y744n97		3XSSC	CONTROL			681	250	431	699	306	393	880	385	495	  1.10	  0.91	  0.87	  1.15	  1.00	  1.00	  0.98	  0.96	0	C	12	0	1948	665	45	674	54	0			0	
y744n97		SALMON SPERM	CONTROL			409	221	188	405	258	147	510	325	185	  1.28	  0.78	  1.02	  0.98	  1.00	  1.00	  1.11	  0.89	0	D	1	0	3879	148	488	157	497	0			0	
y744n97		PBR322	CONTROL			560	255	305	549	295	254	691	371	320	  1.20	  0.83	  0.95	  1.05	  1.00	  1.00	  1.00	  0.95	0	D	2	0	5815	611	493	620	502	0			0	
y744n97		SALMON SPERM	CONTROL			561	238	323	507	278	229	638	350	288	  1.41	  0.71	  1.12	  0.89	  1.00	  1.00	  1.10	  0.92	0	D	3	0	3880	158	488	167	497	0			0	
y744n97		PBR322	CONTROL			742	240	502	764	321	443	962	404	558	  1.13	  0.88	  0.90	  1.11	  1.00	  1.00	  0.87	  0.94	0	D	4	0	5816	621	493	630	502	0			0	
y744n97		PKRX PLASMID CONTAINING LACZ	CONTROL			347	214	133	373	264	109	470	332	138	  1.22	  0.82	  0.96	  1.04	  1.00	  1.00	  0.91	  0.75	0	D	5	0	3881	168	488	177	497	0			0	
y744n97		PKRX PLASMID CONTAINING LACZ	CONTROL			596	247	349	651	330	321	820	415	405	  1.09	  0.92	  0.86	  1.16	  1.00	  1.00	  0.81	  0.94	0	D	6	0	5817	631	493	640	502	0			0	
y744n97		PLASMID CONTAINING GFP	CONTROL			325	239	86	349	254	95	439	320	119	  0.91	  1.10	  0.72	  1.38	  1.00	  1.00	  0.79	  0.74	0	D	7	0	3882	178	488	187	497	0			0	
y744n97		PLASMID CONTAINING GFP	CONTROL			544	291	253	570	347	223	718	437	281	  1.13	  0.88	  0.90	  1.11	  1.00	  1.00	  0.85	  0.93	0	D	8	0	5818	641	494	650	503	0			0	
y744n97		3XSSC	CONTROL			320	226	94	365	260	105	459	327	132	  0.90	  1.12	  0.71	  1.40	  1.00	  1.00	  0.69	  0.86	0	D	9	0	3883	188	488	197	497	0			0	
y744n97		3XSSC	CONTROL			524	227	297	523	314	209	659	395	264	  1.42	  0.70	  1.12	  0.89	  1.00	  1.00	  1.10	  0.94	0	D	10	0	5819	651	494	660	503	0			0	
y744n97		3XSSC	CONTROL			395	220	175	405	255	150	510	321	189	  1.17	  0.86	  0.93	  1.08	  1.00	  1.00	  1.04	  0.93	0	D	11	0	3884	198	489	207	498	0			0	
y744n97		3XSSC	CONTROL			561	241	320	605	281	324	762	354	408	  0.99	  1.01	  0.78	  1.27	  1.00	  1.00	  0.82	  0.98	0	D	12	0	5820	661	494	670	503	0			0	
y744n97		3XSSC	CONTROL			408	281	127	500	322	178	630	405	225	  0.71	  1.40	  0.56	  1.77	  1.00	  1.00	  0.47	  0.84	0	E	1	0	13	223	40	232	49	0			0	
y744n97		GENOMIC 50NG/UL	CONTROL			492	287	205	508	344	164	640	433	207	  1.25	  0.80	  0.99	  1.01	  1.00	  1.00	  0.93	  0.93	0	E	2	0	1949	675	45	684	54	0			0	
y744n97		3XSSC	CONTROL			380	261	119	444	313	131	559	394	165	  0.91	  1.10	  0.72	  1.39	  1.00	  1.00	  0.51	  0.71	0	E	3	0	14	233	40	242	49	0			0	
y744n97		GENOMIC 50NG/UL	CONTROL			477	313	164	487	340	147	613	428	185	  1.12	  0.90	  0.89	  1.13	  1.00	  1.00	  0.53	  0.57	0	E	4	0	1950	685	45	694	54	0			0	
y744n97		GENOMIC 150NG/UL	CONTROL			555	253	302	584	344	240	735	433	302	  1.26	  0.79	  1.00	  1.00	  1.00	  1.00	  0.98	  0.93	0	E	5	0	15	243	40	252	49	0			0	
y744n97		GENOMIC 450NG/UL	CONTROL			1730	352	1378	1365	372	993	1720	468	1252	  1.39	  0.72	  1.10	  0.91	  1.00	  1.00	  1.11	  0.97	0	E	6	0	1951	695	45	704	54	0			0	
y744n97		GENOMIC 150NG/UL	CONTROL			463	230	233	498	292	206	627	367	260	  1.13	  0.88	  0.90	  1.12	  1.00	  1.00	  1.00	  0.96	0	E	7	0	16	253	40	262	49	0			0	
y744n97		GENOMIC 450NG/UL	CONTROL			360	252	108	423	318	105	533	400	133	  1.03	  0.97	  0.81	  1.23	  1.00	  1.00	  0.62	  0.70	0	E	8	0	1952	705	45	714	54	0			0	
y744n97		3XSSC	CONTROL			468	241	227	509	299	210	641	376	265	  1.08	  0.93	  0.86	  1.17	  1.00	  1.00	  0.92	  0.95	0	E	9	0	17	263	40	272	49	0			0	
y744n97		3XSSC	CONTROL			531	241	290	522	293	229	657	369	288	  1.27	  0.79	  1.01	  0.99	  1.00	  1.00	  1.18	  0.88	0	E	10	0	1953	715	45	724	54	0			0	
y744n97		3XSSC	CONTROL			411	258	153	433	317	116	545	399	146	  1.32	  0.76	  1.05	  0.95	  1.00	  1.00	  1.25	  0.86	0	E	11	0	18	273	40	282	49	0			0	
y744n97		3XSSC	CONTROL			409	224	185	498	287	211	627	361	266	  0.88	  1.14	  0.70	  1.44	  1.00	  1.00	  0.38	  0.78	0	E	12	0	1954	725	45	734	54	0			0	
y744n97		3XSSC	CONTROL			325	216	109	363	272	91	457	342	115	  1.20	  0.83	  0.95	  1.06	  1.00	  1.00	  0.79	  0.75	0	F	1	0	3885	208	489	217	498	0			0	
y744n97		GENOMIC 50NG/UL	CONTROL			494	243	251	532	290	242	670	365	305	  1.04	  0.96	  0.82	  1.22	  1.00	  1.00	  0.83	  0.95	0	F	2	0	5821	671	494	680	503	0			0	
y744n97		3XSSC	CONTROL			488	218	270	492	243	249	620	306	314	  1.08	  0.92	  0.86	  1.16	  1.00	  1.00	  0.95	  0.97	0	F	3	0	3886	218	489	227	498	0			0	
y744n97		GENOMIC 50NG/UL	CONTROL			437	295	142	445	330	115	560	415	145	  1.23	  0.81	  0.98	  1.02	  1.00	  1.00	  1.35	  0.96	0	F	4	0	5822	681	494	690	503	0			0	
y744n97		GENOMIC 150NG/UL	CONTROL			629	218	411	633	252	381	797	317	480	  1.08	  0.93	  0.86	  1.17	  1.00	  1.00	  1.00	  0.93	0	F	5	0	3887	228	489	237	498	0			0	
y744n97		GENOMIC 450NG/UL	CONTROL			322	249	73	373	277	96	470	349	121	  0.76	  1.32	  0.60	  1.66	  1.00	  1.00	  0.27	  0.49	0	F	6	0	5823	691	494	700	503	0			0	
y744n97		GENOMIC 150NG/UL	CONTROL			331	216	115	358	244	114	451	307	144	  1.01	  0.99	  0.80	  1.25	  1.00	  1.00	  1.03	  0.94	0	F	7	0	3888	238	489	247	498	0			0	
y744n97		GENOMIC 450NG/UL	CONTROL			387	214	173	445	270	175	560	340	220	  0.99	  1.01	  0.79	  1.27	  1.00	  1.00	  0.95	  0.97	0	F	8	0	5824	701	494	710	503	0			0	
y744n97		3XSSC	CONTROL			442	248	194	453	262	191	570	330	240	  1.02	  0.98	  0.81	  1.24	  1.00	  1.00	  0.81	  0.86	0	F	9	0	3889	248	489	257	498	0			0	
y744n97		3XSSC	CONTROL			409	218	191	490	266	224	617	335	282	  0.85	  1.17	  0.68	  1.48	  1.00	  1.00	  0.73	  0.90	0	F	10	0	5825	711	494	720	503	0			0	
y744n97		3XSSC	CONTROL			414	233	181	444	264	180	559	332	227	  1.01	  0.99	  0.80	  1.25	  1.00	  1.00	  0.77	  0.92	0	F	11	0	3890	258	489	267	498	0			0	
y744n97		3XSSC	CONTROL			414	241	173	472	284	188	594	357	237	  0.92	  1.09	  0.73	  1.37	  1.00	  1.00	  0.71	  0.90	0	F	12	0	5826	721	494	730	503	0			0	
y744n97		3XSSC	CONTROL			18281	278	18003	550	310	240	693	390	303	 75.01	  0.01	 59.42	  0.02	 40.25	  0.02	 53.91	  0.84	0	G	1	0	19	283	41	292	50	0			0	
y744n97		3XSSC	CONTROL			426	183	243	453	256	197	570	322	248	  1.23	  0.81	  0.98	  1.02	  1.00	  1.00	  1.09	  0.86	0	G	2	0	1955	735	46	744	55	0			0	
y744n97		3XSSC	CONTROL			909	270	639	2405	351	2054	3030	442	2588	  0.31	  3.21	  0.25	  4.05	  0.29	  3.51	  0.24	  0.93	0	G	3	0	20	293	41	302	50	0			0	
y744n97		3XSSC	CONTROL			373	193	180	413	277	136	520	349	171	  1.32	  0.76	  1.05	  0.95	  1.00	  1.00	  1.06	  0.92	0	G	4	0	1956	745	46	754	55	0			0	
y744n97		3XSSC	CONTROL			309	227	82	386	298	88	486	375	111	  0.93	  1.07	  0.74	  1.35	  1.00	  1.00	 -0.10	 -0.13	0	G	5	0	21	303	41	312	50	0			0	
y744n97		GENOMIC	CONTROL			430	195	235	486	290	196	612	365	247	  1.20	  0.83	  0.95	  1.05	  1.00	  1.00	  0.95	  0.92	0	G	6	0	1957	755	46	764	55	0			0	
y744n97		3XSSC	CONTROL			1160	268	892	3083	336	2747	3885	423	3462	  0.32	  3.08	  0.26	  3.88	  0.29	  3.49	  0.25	  0.97	0	G	7	0	22	313	41	322	50	0			0	
y744n97		GENOMIC	CONTROL			446	175	271	474	260	214	597	327	270	  1.27	  0.79	  1.00	  1.00	  1.00	  1.00	  1.06	  0.83	0	G	8	0	1958	765	46	774	55	0			0	
y744n97		LABELLED DNA (CY5)	CONTROL			416	235	181	476	291	185	599	366	233	  0.98	  1.02	  0.78	  1.29	  1.00	  1.00	  0.92	  0.93	0	G	9	0	23	323	41	332	50	0			0	
y744n97		LABELLED DNA (CY3)	CONTROL			613	236	377	589	295	294	742	371	371	  1.28	  0.78	  1.02	  0.98	  1.00	  1.00	  1.19	  0.95	0	G	10	0	1959	776	46	785	55	0			0	
y744n97		LABELLED DNA (CY5)	CONTROL			402	233	169	447	300	147	563	378	185	  1.15	  0.87	  0.91	  1.09	  1.00	  1.00	  0.88	  0.96	0	G	11	0	24	333	41	342	50	0			0	
y744n97		LABELLED DNA (CY3)	CONTROL			571	262	309	571	334	237	719	420	299	  1.30	  0.77	  1.03	  0.97	  1.00	  1.00	  1.22	  0.89	0	G	12	0	1960	786	46	795	55	0			0	
y744n97		3XSSC	CONTROL			23687	284	23403	833	276	557	1049	347	702	 42.02	  0.02	 33.34	  0.03	 27.63	  0.04	 30.81	  0.88	0	H	1	0	3891	268	489	277	498	0			0	
y744n97		3XSSC	CONTROL			5800	257	5543	452	280	172	569	352	217	 32.23	  0.03	 25.54	  0.04	 15.24	  0.07	 37.63	  0.91	0	H	2	0	5827	731	495	740	504	0			0	
y744n97		3XSSC	CONTROL			898	269	629	4220	316	3904	5317	398	4919	  0.16	  6.21	  0.13	  7.82	  0.14	  6.95	  0.11	  0.91	0	H	3	0	3892	278	489	287	498	0			0	
y744n97		3XSSC	CONTROL			1023	247	776	2876	288	2588	3624	362	3262	  0.30	  3.34	  0.24	  4.20	  0.27	  3.74	  0.21	  0.89	0	H	4	0	5828	741	495	750	504	0			0	
y744n97		3XSSC	CONTROL			24625	285	24340	476	300	176	599	378	221	138.30	  0.01	110.14	  0.01	 66.73	  0.01	 95.89	  0.76	0	H	5	0	3893	288	489	297	498	0			0	
y744n97		GENOMIC	CONTROL			18112	273	17839	575	297	278	724	374	350	 64.17	  0.02	 50.97	  0.02	 36.08	  0.03	 50.94	  0.82	0	H	6	0	5829	751	495	760	504	0			0	
y744n97		3XSSC	CONTROL			681	261	420	2993	291	2702	3771	366	3405	  0.16	  6.43	  0.12	  8.11	  0.15	  6.82	  0.11	  0.89	0	H	7	0	3894	298	489	307	498	0			0	
y744n97		GENOMIC	CONTROL			819	246	573	2504	290	2214	3155	365	2790	  0.26	  3.86	  0.21	  4.87	  0.24	  4.19	  0.19	  0.90	0	H	8	0	5830	761	495	770	504	0			0	
y744n97		LABELLED DNA (CY5)	CONTROL			418	229	189	441	278	163	555	350	205	  1.16	  0.86	  0.92	  1.08	  1.00	  1.00	  0.89	  0.95	0	H	9	0	3895	308	490	317	499	0			0	
y744n97		LABELLED DNA (CY3)	CONTROL			340	229	111	366	274	92	461	345	116	  1.21	  0.83	  0.96	  1.05	  1.00	  1.00	  0.81	  0.59	0	H	10	0	5831	772	495	781	504	0			0	
y744n97		LABELLED DNA (CY5)	CONTROL			408	242	166	421	265	156	530	333	197	  1.06	  0.94	  0.84	  1.19	  1.00	  1.00	  0.96	  0.91	0	H	11	0	3896	318	490	327	499	0			0	
y744n97		LABELLED DNA (CY3)	CONTROL			405	235	170	424	255	169	534	321	213	  1.01	  0.99	  0.80	  1.25	  1.00	  1.00	  0.98	  0.95	0	H	12	0	5832	782	495	791	504	0			0	
y744n97		YAL001C	ORF	TFC3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TFC3%22>SGD</a>	372	231	141	403	289	114	507	364	143	  1.24	  0.81	  0.99	  1.01	  1.00	  1.00	  1.30	  0.91	1	A	1	0	25	343	41	352	50	0	RPL	RNA POLYMERASE TRANSCRIPTION INITIATION FACTOR TFIIIC	1	
y744n97		YAL002W	ORF	VPS8	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22VPS8%22>SGD</a>	1347	275	1072	1020	348	672	1285	438	847	  1.60	  0.63	  1.27	  0.79	  1.02	  0.98	  1.32	  0.97	1	A	2	0	1961	796	46	805	55	0	VPS	VACUOLAR SORTING PROTEIN	1	
y744n97		YAL003W	ORF	TEF5	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TEF5%22>SGD</a>	6702	269	6433	5805	321	5484	7315	404	6911	  1.17	  0.85	  0.93	  1.07	  0.96	  1.04	  0.94	  0.97	1	A	3	0	26	353	41	362	50	0	TEF	TRANSLATION ELONGATION FACTOR EEF-1BETA	1	
y744n97		YAL004W	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL004W%22>SGD</a>	22832	296	22536	17073	374	16699	21515	471	21044	  1.35	  0.74	  1.07	  0.93	  1.06	  0.94	  1.04	  0.98	1	A	4	0	1962	806	46	815	55	0		HOMOLOGY TO A.KLEBSIANA GLUTAMATE DEHYDROGENASE	1	
y744n97		YAL005C	ORF	SSA1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SSA1%22>SGD</a>	2410	226	2184	1877	295	1582	2365	371	1994	  1.38	  0.72	  1.10	  0.91	  1.00	  1.00	  1.15	  0.98	1	A	5	0	27	363	42	372	51	0	HSP	HEAT SHOCK PROTEIN	1	
y744n97		YAL007C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL007C%22>SGD</a>	4036	276	3760	3973	387	3586	5006	487	4519	  1.05	  0.95	  0.83	  1.20	  0.87	  1.15	  0.85	  0.97	1	A	6	0	1963	816	47	825	56	0		HOMOLOGY TO YOR016C	1	
y744n97		YAL008W	ORF	FUN14	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN14%22>SGD</a>	919	270	649	823	313	510	1037	394	643	  1.27	  0.79	  1.01	  0.99	  1.00	  1.00	  1.06	  0.95	1	A	7	0	28	373	42	382	51	0		HYPOTHETICAL PROTEIN	1	
y744n97		YAL009W	ORF	SPO7	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SPO7%22>SGD</a>	2536	279	2257	2643	351	2292	3330	442	2888	  0.98	  1.02	  0.78	  1.28	  0.84	  1.19	  0.79	  0.96	1	A	8	0	1964	826	47	835	56	1	SPO	MEIOTIC PROTEIN	1	
y744n97		YAL010C	ORF	MDM10	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22MDM10%22>SGD</a>	674	246	428	629	363	266	792	457	335	  1.61	  0.62	  1.28	  0.78	  1.00	  1.00	  1.22	  0.93	1	A	9	0	29	383	42	392	51	0	MGM	MITOCHONDRIAL PROTEIN	1	
y744n97		YAL011W	ORF	FUN36	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN36%22>SGD</a>	1352	266	1086	1111	362	749	1400	456	944	  1.45	  0.69	  1.15	  0.87	  1.00	  1.00	  1.18	  0.98	1	A	10	0	1965	836	47	845	56	0		HYPOTHETICAL PROTEIN	1	
y744n97		YAL012W	ORF	CYS3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22CYS3%22>SGD</a>	3029	257	2772	2417	316	2101	3045	398	2647	  1.32	  0.76	  1.05	  0.95	  1.00	  1.00	  1.07	  0.96	1	A	11	0	30	393	42	402	51	0	AAS	CYSTATHIONINE GAMMA-LYASE	1	
y744n97		YAL013W	ORF	DEP1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22DEP1%22>SGD</a>	1844	304	1540	1523	373	1150	1919	470	1449	  1.34	  0.75	  1.06	  0.94	  1.00	  1.00	  1.09	  0.96	1	A	12	0	1966	846	47	855	56	0	LIP	REGULATOR OF PHOSPHOLIPID METABOLISM	1	
y744n97		YAL014C	ORF	FUN34	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN34%22>SGD</a>	566	219	347	515	264	251	648	332	316	  1.38	  0.72	  1.10	  0.91	  1.00	  1.00	  1.14	  0.97	1	B	1	0	3897	328	490	337	499	0		HYPOTHETICAL PROTEIN	1	
y744n97		YAL015C	ORF	FUN33	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN33%22>SGD</a>	564	253	311	540	267	273	680	336	344	  1.14	  0.88	  0.90	  1.11	  1.00	  1.00	  0.99	  0.87	1	B	2	0	5833	792	495	801	504	0		SIMILARITY TO UV ENDONUCLEASE	1	
y744n97		YAL016W	ORF	TPD3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TPD3%22>SGD</a>	1244	246	998	1072	286	786	1350	360	990	  1.27	  0.79	  1.01	  0.99	  1.00	  1.00	  1.03	  0.98	1	B	3	0	3898	338	490	347	499	0	PPA	" PHOSPHOPROTEIN PHOSPHATASE 2A, REGULATORY CHAIN A"""	1	
y744n97		YAL017W	ORF	FUN31	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN31%22>SGD</a>	360	233	127	390	286	104	491	360	131	  1.22	  0.82	  0.97	  1.03	  1.00	  1.00	  1.42	  0.92	1	B	4	0	5834	802	495	811	504	0		PUTATIVE SER/THR PROTEIN KINASE	1	
y744n97		YAL018C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL018C%22>SGD</a>	515	228	287	523	273	250	659	344	315	  1.15	  0.87	  0.91	  1.10	  1.00	  1.00	  0.99	  0.95	1	B	5	0	3899	348	490	357	499	1		WEAK SIMILARITY TO YOL047C	1	
y744n97		YAL019W	ORF	FUN30	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN30%22>SGD</a>	1676	252	1424	1516	312	1204	1910	393	1517	  1.18	  0.85	  0.94	  1.07	  1.00	  1.00	  0.92	  0.96	1	B	6	0	5835	812	496	821	505	0		SIMILARITY TO HELICASES OF THE SNF2/RAD54 FAMILY	1	
y744n97		YAL020C	ORF	ATS1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22ATS1%22>SGD</a>	609	242	367	596	284	312	751	357	394	  1.18	  0.85	  0.93	  1.07	  1.00	  1.00	  0.97	  0.97	1	B	7	0	3900	358	490	367	499	1	SRP	ALPHA-TUBULIN SUPRESSOR	1	
y744n97		YAL021C	ORF	CCR4	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22CCR4%22>SGD</a>	2027	229	1798	1571	287	1284	1979	361	1618	  1.40	  0.71	  1.11	  0.90	  1.00	  1.00	  1.16	  0.95	1	B	8	0	5836	822	496	831	505	0	TRF	TRANSCRIPTIONAL REGULATOR	1	
