EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n88		GENOMIC 50NG/UL	CONTROL			363	260	103	458	363	95	583	462	121	  1.08	  0.92	  0.85	  1.17	  1.00	  1.00	  0.35	  0.39	0	E	2	0	1949	652	21	661	30	0			0	
y744n88		3XSSC	CONTROL			351	237	114	420	305	115	534	388	146	  0.99	  1.01	  0.78	  1.28	  1.00	  1.00	  0.46	  0.47	0	E	3	0	14	209	22	218	31	0			0	
y744n88		GENOMIC 50NG/UL	CONTROL			345	256	89	430	341	89	547	434	113	  1.00	  1.00	  0.79	  1.27	  1.00	  1.00	  0.15	  0.17	0	E	4	0	1950	662	21	671	30	0			0	
y744n88		GENOMIC 150NG/UL	CONTROL			448	241	207	447	308	139	569	392	177	  1.49	  0.67	  1.17	  0.86	  1.00	  1.00	  1.21	  0.78	0	E	5	0	15	219	22	228	31	0			0	
y744n88		GENOMIC 450NG/UL	CONTROL			1265	291	974	1149	370	779	1462	471	991	  1.25	  0.80	  0.98	  1.02	  1.00	  1.00	  0.94	  0.86	0	E	6	0	1951	672	21	681	30	0			0	
y744n88		GENOMIC 150NG/UL	CONTROL			344	224	120	400	303	97	509	385	124	  1.24	  0.81	  0.97	  1.03	  1.00	  1.00	  0.56	  0.47	0	E	7	0	16	229	22	238	31	0			0	
y744n88		GENOMIC 450NG/UL	CONTROL			343	275	68	435	347	88	553	441	112	  0.77	  1.29	  0.61	  1.65	  1.00	  1.00	  0.12	  0.16	0	E	8	0	1952	682	21	691	30	0			0	
y744n88		3XSSC	CONTROL			394	253	141	446	332	114	567	422	145	  1.24	  0.81	  0.97	  1.03	  1.00	  1.00	  0.79	  0.64	0	E	9	0	17	239	22	248	31	0			0	
y744n88		3XSSC	CONTROL			403	268	135	496	368	128	631	468	163	  1.05	  0.95	  0.83	  1.21	  1.00	  1.00	  0.42	  0.40	0	E	10	0	1953	692	21	701	30	0			0	
y744n88		3XSSC	CONTROL			387	268	119	440	346	94	560	440	120	  1.27	  0.79	  0.99	  1.01	  1.00	  1.00	  0.68	  0.52	0	E	11	0	18	249	22	258	31	0			0	
y744n88		3XSSC	CONTROL			492	296	196	606	386	220	771	491	280	  0.89	  1.12	  0.70	  1.43	  1.00	  1.00	  0.65	  0.77	0	E	12	0	1954	702	21	711	30	0			0	
y744n88		3XSSC	CONTROL			396	235	161	394	247	147	501	314	187	  1.10	  0.91	  0.86	  1.16	  1.00	  1.00	  0.84	  0.88	0	F	1	0	3885	189	470	198	479	0			0	
y744n88		GENOMIC 50NG/UL	CONTROL			314	203	111	361	251	110	459	319	140	  1.01	  0.99	  0.79	  1.26	  1.00	  1.00	  0.80	  0.89	0	F	2	0	5821	653	472	662	481	0			0	
y744n88		3XSSC	CONTROL			712	241	471	614	274	340	781	348	433	  1.39	  0.72	  1.09	  0.92	  1.00	  1.00	  1.10	  0.88	0	F	3	0	3886	199	470	208	479	0			0	
y744n88		GENOMIC 50NG/UL	CONTROL			310	200	110	405	244	161	515	310	205	  0.68	  1.46	  0.54	  1.86	  1.00	  1.00	  0.41	  0.93	0	F	4	0	5822	663	472	672	481	0			0	
y744n88		GENOMIC 150NG/UL	CONTROL			425	208	217	443	246	197	563	313	250	  1.10	  0.91	  0.87	  1.15	  1.00	  1.00	  0.92	  0.93	0	F	5	0	3887	209	470	218	479	0			0	
y744n88		GENOMIC 450NG/UL	CONTROL			284	209	75	327	253	74	416	322	94	  1.01	  0.99	  0.80	  1.25	  1.00	  1.00	  0.18	  0.32	0	F	6	0	5823	673	472	682	481	0			0	
y744n88		GENOMIC 150NG/UL	CONTROL			342	220	122	346	238	108	440	302	138	  1.13	  0.89	  0.88	  1.13	  1.00	  1.00	  1.07	  0.88	0	F	7	0	3888	219	470	228	479	0			0	
y744n88		GENOMIC 450NG/UL	CONTROL			310	217	93	329	236	93	418	300	118	  1.00	  1.00	  0.79	  1.27	  1.00	  1.00	  0.79	  0.84	0	F	8	0	5824	683	472	692	481	0			0	
y744n88		3XSSC	CONTROL			389	226	163	378	246	132	481	313	168	  1.23	  0.81	  0.97	  1.03	  1.00	  1.00	  1.00	  0.83	0	F	9	0	3889	229	470	238	479	0			0	
y744n88		3XSSC	CONTROL			325	211	114	353	249	104	449	316	133	  1.10	  0.91	  0.86	  1.17	  1.00	  1.00	  0.94	  0.91	0	F	10	0	5825	693	472	702	481	0			0	
y744n88		3XSSC	CONTROL			464	249	215	421	240	181	535	305	230	  1.19	  0.84	  0.93	  1.07	  1.00	  1.00	  0.89	  0.88	0	F	11	0	3890	239	470	248	479	0			0	
y744n88		3XSSC	CONTROL			292	195	97	317	229	88	403	291	112	  1.10	  0.91	  0.87	  1.15	  1.00	  1.00	  0.52	  0.71	0	F	12	0	5826	703	472	712	481	0			0	
y744n88		3XSSC	CONTROL			17408	301	17107	520	312	208	661	397	264	 82.25	  0.01	 64.80	  0.02	 45.97	  0.02	 15.80	  0.32	0	G	1	0	19	259	22	268	31	0			0	
y744n88		3XSSC	CONTROL			481	280	201	650	395	255	827	502	325	  0.79	  1.27	  0.62	  1.62	  1.00	  1.00	  0.37	  0.64	0	G	2	0	1955	712	21	721	30	0			0	
y744n88		3XSSC	CONTROL			596	261	335	1407	351	1056	1791	446	1345	  0.32	  3.15	  0.25	  4.01	  0.31	  3.25	  0.14	  0.65	0	G	3	0	20	269	22	278	31	0			0	
y744n88		3XSSC	CONTROL			524	292	232	689	430	259	877	547	330	  0.90	  1.12	  0.70	  1.42	  1.00	  1.00	  0.47	  0.71	0	G	4	0	1956	722	21	731	30	0			0	
y744n88		3XSSC	CONTROL			366	270	96	404	334	70	514	425	89	  1.37	  0.73	  1.08	  0.93	  1.00	  1.00	  0.30	  0.29	0	G	5	0	21	279	22	288	31	0			0	
y744n88		GENOMIC	CONTROL			638	282	356	776	398	378	987	506	481	  0.94	  1.06	  0.74	  1.35	  1.00	  1.00	  0.73	  0.88	0	G	6	0	1957	732	21	741	30	0			0	
y744n88		3XSSC	CONTROL			713	270	443	2181	350	1831	2776	445	2331	  0.24	  4.13	  0.19	  5.26	  0.22	  4.55	  0.15	  0.79	0	G	7	0	22	289	22	298	31	0			0	
y744n88		GENOMIC	CONTROL			553	313	240	665	431	234	846	548	298	  1.03	  0.97	  0.81	  1.24	  1.00	  1.00	  0.65	  0.69	0	G	8	0	1958	742	21	751	30	0			0	
y744n88		LABELLED DNA (CY5)	CONTROL			394	249	145	454	322	132	577	409	168	  1.10	  0.91	  0.86	  1.16	  1.00	  1.00	  0.77	  0.81	0	G	9	0	23	300	22	309	31	0			0	
y744n88		LABELLED DNA (CY3)	CONTROL			522	329	193	669	464	205	851	590	261	  0.94	  1.06	  0.74	  1.35	  1.00	  1.00	  0.60	  0.74	0	G	10	0	1959	752	21	761	30	0			0	
y744n88		LABELLED DNA (CY5)	CONTROL			388	236	152	440	302	138	560	384	176	  1.10	  0.91	  0.86	  1.16	  1.00	  1.00	  0.72	  0.61	0	G	11	0	24	310	22	319	31	0			0	
y744n88		LABELLED DNA (CY3)	CONTROL			503	329	174	621	448	173	790	570	220	  1.01	  0.99	  0.79	  1.26	  1.00	  1.00	  0.71	  0.75	0	G	12	0	1960	762	21	771	30	0			0	
y744n88		3XSSC	CONTROL			25552	244	25308	522	248	274	664	315	349	 92.36	  0.01	 72.52	  0.01	 55.39	  0.02	 50.66	  0.74	0	H	1	0	3891	249	470	258	479	0			0	
y744n88		3XSSC	CONTROL			10359	238	10121	348	232	116	443	295	148	 87.25	  0.01	 68.39	  0.01	 39.49	  0.03	 70.25	  0.71	0	H	2	0	5827	713	472	722	481	0			0	
y744n88		3XSSC	CONTROL			713	228	485	2242	262	1980	2854	333	2521	  0.24	  4.08	  0.19	  5.20	  0.22	  4.55	  0.17	  0.92	0	H	3	0	3892	259	470	268	479	0			0	
y744n88		3XSSC	CONTROL			492	236	256	1210	242	968	1540	308	1232	  0.26	  3.78	  0.21	  4.81	  0.27	  3.73	  0.18	  0.96	0	H	4	0	5828	723	472	732	481	0			0	
y744n88		3XSSC	CONTROL			27277	269	27008	389	241	148	495	306	189	182.49	  0.01	142.90	  0.01	 91.05	  0.01	 93.02	  0.67	0	H	5	0	3893	269	470	278	479	0			0	
y744n88		GENOMIC	CONTROL			14935	229	14706	346	237	109	440	301	139	134.92	  0.01	105.80	  0.01	 59.57	  0.02	 89.28	  0.61	0	H	6	0	5829	733	472	742	481	0			0	
y744n88		3XSSC	CONTROL			617	234	383	2035	260	1775	2590	330	2260	  0.22	  4.63	  0.17	  5.90	  0.20	  5.02	  0.12	  0.80	0	H	7	0	3894	279	470	288	479	0			0	
y744n88		GENOMIC	CONTROL			552	216	336	946	241	705	1204	306	898	  0.48	  2.10	  0.37	  2.67	  0.48	  2.07	  0.39	  0.94	0	H	8	0	5830	743	472	752	481	0			0	
y744n88		LABELLED DNA (CY5)	CONTROL			319	237	82	346	259	87	440	329	111	  0.94	  1.06	  0.74	  1.35	  1.00	  1.00	  0.57	  0.68	0	H	9	0	3895	290	470	299	479	0			0	
y744n88		LABELLED DNA (CY3)	CONTROL			290	208	82	312	240	72	397	305	92	  1.14	  0.88	  0.89	  1.12	  1.00	  1.00	  0.19	  0.21	0	H	10	0	5831	753	472	762	481	0			0	
y744n88		LABELLED DNA (CY5)	CONTROL			355	221	134	354	239	115	450	304	146	  1.17	  0.86	  0.92	  1.09	  1.00	  1.00	  0.96	  0.78	0	H	11	0	3896	300	470	309	479	0			0	
y744n88		LABELLED DNA (CY3)	CONTROL			294	215	79	321	247	74	408	314	94	  1.07	  0.94	  0.84	  1.19	  1.00	  1.00	  0.55	  0.59	0	H	12	0	5832	763	472	772	481	0			0	
y744n88		YAL001C	ORF	TFC3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TFC3%22>SGD</a>	407	262	145	464	333	131	590	423	167	  1.11	  0.90	  0.87	  1.15	  1.00	  1.00	  0.96	  0.80	1	A	1	0	25	320	22	329	31	0	RPL	RNA POLYMERASE TRANSCRIPTION INITIATION FACTOR TFIIIC	1	
y744n88		YAL002W	ORF	VPS8	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22VPS8%22>SGD</a>	955	347	608	910	479	431	1158	609	549	  1.41	  0.71	  1.11	  0.90	  1.00	  1.00	  1.19	  0.92	1	A	2	0	1961	772	21	781	30	0	VPS	VACUOLAR SORTING PROTEIN	1	
y744n88		YAL003W	ORF	TEF5	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TEF5%22>SGD</a>	6775	283	6492	5327	384	4943	6781	488	6293	  1.31	  0.76	  1.03	  0.97	  1.01	  0.99	  0.90	  0.89	1	A	3	0	26	330	22	339	31	0	TEF	TRANSLATION ELONGATION FACTOR EEF-1BETA	1	
y744n88		YAL004W	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL004W%22>SGD</a>	10652	355	10297	13451	564	12887	17123	717	16406	  0.80	  1.25	  0.63	  1.59	  0.63	  1.58	  0.57	  0.91	1	A	4	0	1962	782	21	791	30	0		HOMOLOGY TO A.KLEBSIANA GLUTAMATE DEHYDROGENASE	1	
y744n88		YAL005C	ORF	SSA1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SSA1%22>SGD</a>	8174	285	7889	8567	361	8206	10905	459	10446	  0.96	  1.04	  0.76	  1.32	  0.77	  1.30	  0.66	  0.88	1	A	5	0	27	340	22	349	31	0	HSP	HEAT SHOCK PROTEIN	1	
y744n88		YAL007C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL007C%22>SGD</a>	3110	398	2712	4530	589	3941	5766	749	5017	  0.69	  1.45	  0.54	  1.85	  0.56	  1.78	  0.48	  0.90	1	A	6	0	1963	792	21	801	30	0		HOMOLOGY TO YOR016C	1	
y744n88		YAL008W	ORF	FUN14	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN14%22>SGD</a>	1168	272	896	905	357	548	1152	454	698	  1.64	  0.61	  1.28	  0.78	  1.06	  0.95	  1.21	  0.86	1	A	7	0	28	350	22	359	31	0		HYPOTHETICAL PROTEIN	1	
y744n88		YAL009W	ORF	SPO7	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SPO7%22>SGD</a>	1650	361	1289	2049	519	1530	2608	660	1948	  0.84	  1.19	  0.66	  1.51	  0.73	  1.38	  0.61	  0.91	1	A	8	0	1964	802	21	811	30	1	SPO	MEIOTIC PROTEIN	1	
y744n88		YAL010C	ORF	MDM10	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22MDM10%22>SGD</a>	839	245	594	650	329	321	827	418	409	  1.85	  0.54	  1.45	  0.69	  1.06	  0.94	  1.38	  0.89	1	A	9	0	29	360	22	369	31	0	MGM	MITOCHONDRIAL PROTEIN	1	
y744n88		YAL011W	ORF	FUN36	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN36%22>SGD</a>	1058	322	736	910	454	456	1158	577	581	  1.61	  0.62	  1.27	  0.79	  1.00	  1.00	  1.27	  0.86	1	A	10	0	1965	812	21	821	30	0		HYPOTHETICAL PROTEIN	1	
y744n88		YAL012W	ORF	CYS3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22CYS3%22>SGD</a>	3870	252	3618	3094	338	2756	3938	430	3508	  1.31	  0.76	  1.03	  0.97	  1.00	  1.00	  0.94	  0.91	1	A	11	0	30	370	22	379	31	0	AAS	CYSTATHIONINE GAMMA-LYASE	1	
y744n88		YAL013W	ORF	DEP1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22DEP1%22>SGD</a>	734	348	386	818	508	310	1041	646	395	  1.25	  0.80	  0.98	  1.02	  1.00	  1.00	  0.99	  0.87	1	A	12	0	1966	822	21	831	30	0	LIP	REGULATOR OF PHOSPHOLIPID METABOLISM	1	
y744n88		YAL014C	ORF	FUN34	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN34%22>SGD</a>	452	218	234	424	243	181	539	309	230	  1.29	  0.77	  1.02	  0.98	  1.00	  1.00	  1.15	  0.96	1	B	1	0	3897	310	470	319	479	0		HYPOTHETICAL PROTEIN	1	
y744n88		YAL015C	ORF	FUN33	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN33%22>SGD</a>	375	210	165	369	247	122	469	314	155	  1.35	  0.74	  1.06	  0.94	  1.00	  1.00	  1.10	  0.88	1	B	2	0	5833	773	472	782	481	0		SIMILARITY TO UV ENDONUCLEASE	1	
y744n88		YAL016W	ORF	TPD3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TPD3%22>SGD</a>	1149	244	905	941	267	674	1197	339	858	  1.34	  0.74	  1.05	  0.95	  1.00	  1.00	  1.04	  0.96	1	B	3	0	3898	320	470	329	479	0	PPA	" PHOSPHOPROTEIN PHOSPHATASE 2A, REGULATORY CHAIN A"""	1	
y744n88		YAL017W	ORF	FUN31	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN31%22>SGD</a>	337	224	113	361	261	100	459	332	127	  1.13	  0.88	  0.89	  1.12	  1.00	  1.00	  0.99	  0.84	1	B	4	0	5834	783	472	792	481	0		PUTATIVE SER/THR PROTEIN KINASE	1	
y744n88		YAL018C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL018C%22>SGD</a>	435	232	203	414	243	171	527	309	218	  1.19	  0.84	  0.93	  1.07	  1.00	  1.00	  0.93	  0.89	1	B	5	0	3899	330	470	339	479	1		WEAK SIMILARITY TO YOL047C	1	
y744n88		YAL019W	ORF	FUN30	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN30%22>SGD</a>	734	216	518	717	249	468	912	316	596	  1.11	  0.90	  0.87	  1.15	  1.00	  1.00	  0.90	  0.98	1	B	6	0	5835	793	472	802	481	0		SIMILARITY TO HELICASES OF THE SNF2/RAD54 FAMILY	1	
y744n88		YAL020C	ORF	ATS1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22ATS1%22>SGD</a>	457	221	236	445	254	191	566	323	243	  1.24	  0.81	  0.97	  1.03	  1.00	  1.00	  0.98	  0.95	1	B	7	0	3900	340	470	349	479	1	SRP	ALPHA-TUBULIN SUPRESSOR	1	
y744n88		YAL021C	ORF	CCR4	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22CCR4%22>SGD</a>	844	219	625	726	255	471	924	324	600	  1.33	  0.75	  1.04	  0.96	  1.00	  1.00	  1.02	  0.97	1	B	8	0	5836	803	472	812	481	0	TRF	TRANSCRIPTIONAL REGULATOR	1	
