EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n51		GENOMIC 150NG/UL	CONTROL			398	224	174	400	240	160	487	292	195	  1.09	  0.92	  0.89	  1.12	  1.00	  1.00	  1.43	  0.76	0	E	5	0	15	192	62	201	71	0			0	
y744n51		GENOMIC 450NG/UL	CONTROL			526	215	311	469	238	231	571	289	282	  1.35	  0.74	  1.10	  0.91	  1.00	  1.00	  1.02	  0.85	0	E	6	0	1951	644	61	653	70	0			0	
y744n51		GENOMIC 150NG/UL	CONTROL			377	211	166	386	228	158	470	277	193	  1.05	  0.95	  0.86	  1.16	  1.00	  1.00	  0.69	  0.85	0	E	7	0	16	202	62	211	71	0			0	
y744n51		GENOMIC 450NG/UL	CONTROL			274	196	78	283	221	62	344	269	75	  1.26	  0.79	  1.04	  0.96	  1.00	  1.00	  0.66	  0.46	0	E	8	0	1952	654	61	663	70	0			0	
y744n51		3XSSC	CONTROL			311	220	91	305	226	79	371	275	96	  1.15	  0.87	  0.95	  1.05	  1.00	  1.00	  0.79	  0.64	0	E	9	0	17	212	62	221	71	0			0	
y744n51		3XSSC	CONTROL			333	207	126	333	212	121	405	258	147	  1.04	  0.96	  0.86	  1.17	  1.00	  1.00	  0.84	  0.79	0	E	10	0	1953	664	61	673	70	0			0	
y744n51		3XSSC	CONTROL			293	219	74	292	211	81	355	256	99	  0.91	  1.09	  0.75	  1.34	  1.00	  1.00	  0.43	  0.52	0	E	11	0	18	222	62	231	71	0			0	
y744n51		3XSSC	CONTROL			300	197	103	338	239	99	411	291	120	  1.04	  0.96	  0.86	  1.17	  1.00	  1.00	  0.39	  0.68	0	E	12	0	1954	674	61	683	70	0			0	
y744n51		3XSSC	CONTROL			437	220	217	411	230	181	500	280	220	  1.20	  0.83	  0.99	  1.01	  1.00	  1.00	  0.81	  0.89	0	F	1	0	3885	162	509	171	518	0			0	
y744n51		GENOMIC 50NG/UL	CONTROL			307	190	117	317	224	93	385	272	113	  1.26	  0.79	  1.04	  0.97	  1.00	  1.00	  1.01	  0.83	0	F	2	0	5821	626	510	635	519	0			0	
y744n51		3XSSC	CONTROL			506	238	268	487	237	250	592	288	304	  1.07	  0.93	  0.88	  1.13	  1.00	  1.00	  0.78	  0.89	0	F	3	0	3886	172	509	181	518	0			0	
y744n51		GENOMIC 50NG/UL	CONTROL			301	221	80	302	215	87	367	261	106	  0.92	  1.09	  0.75	  1.32	  1.00	  1.00	  1.13	  0.74	0	F	4	0	5822	636	510	645	519	0			0	
y744n51		GENOMIC 150NG/UL	CONTROL			411	236	175	397	235	162	483	286	197	  1.08	  0.93	  0.89	  1.13	  1.00	  1.00	  0.75	  0.82	0	F	5	0	3887	182	509	191	518	0			0	
y744n51		GENOMIC 450NG/UL	CONTROL			285	214	71	290	226	64	353	275	78	  1.11	  0.90	  0.91	  1.10	  1.00	  1.00	  0.24	  0.28	0	F	6	0	5823	646	510	655	519	0			0	
y744n51		GENOMIC 150NG/UL	CONTROL			356	218	138	341	229	112	415	278	137	  1.23	  0.81	  1.01	  0.99	  1.00	  1.00	  0.95	  0.77	0	F	7	0	3888	192	509	201	518	0			0	
y744n51		GENOMIC 450NG/UL	CONTROL			361	212	149	339	208	131	412	253	159	  1.14	  0.88	  0.94	  1.07	  1.00	  1.00	  1.09	  0.82	0	F	8	0	5824	656	510	665	519	0			0	
y744n51		3XSSC	CONTROL			384	227	157	358	234	124	435	284	151	  1.27	  0.79	  1.04	  0.96	  1.00	  1.00	  0.94	  0.92	0	F	9	0	3889	202	509	211	518	0			0	
y744n51		3XSSC	CONTROL			345	206	139	336	223	113	409	271	138	  1.23	  0.81	  1.01	  0.99	  1.00	  1.00	  0.84	  0.76	0	F	10	0	5825	666	510	675	519	0			0	
y744n51		3XSSC	CONTROL			349	239	110	327	215	112	398	261	137	  0.98	  1.02	  0.80	  1.25	  1.00	  1.00	  0.74	  0.73	0	F	11	0	3890	212	509	221	518	0			0	
y744n51		3XSSC	CONTROL			437	219	218	490	235	255	596	286	310	  0.85	  1.17	  0.70	  1.42	  1.00	  1.00	  0.24	  0.44	0	F	12	0	5826	676	510	685	519	0			0	
y744n51		3XSSC	CONTROL			16283	296	15987	361	233	128	439	283	156	124.90	  0.01	102.48	  0.01	 75.92	  0.01	116.11	  0.80	0	G	1	0	19	232	62	241	71	0			0	
y744n51		3XSSC	CONTROL			297	204	93	298	219	79	362	266	96	  1.18	  0.85	  0.97	  1.03	  1.00	  1.00	  0.59	  0.55	0	G	2	0	1955	684	61	693	70	0			0	
y744n51		3XSSC	CONTROL			606	239	367	1010	238	772	1229	289	940	  0.48	  2.10	  0.39	  2.56	  0.47	  2.14	  0.31	  0.88	0	G	3	0	20	242	62	251	71	0			0	
y744n51		3XSSC	CONTROL			311	198	113	300	202	98	365	245	120	  1.15	  0.87	  0.94	  1.06	  1.00	  1.00	  0.72	  0.60	0	G	4	0	1956	694	61	703	70	0			0	
y744n51		3XSSC	CONTROL			326	217	109	293	221	72	356	269	87	  1.51	  0.66	  1.25	  0.80	  1.00	  1.00	  0.65	  0.30	0	G	5	0	21	252	62	261	71	0			0	
y744n51		GENOMIC	CONTROL			310	213	97	306	225	81	372	273	99	  1.20	  0.84	  0.98	  1.02	  1.00	  1.00	  0.81	  0.72	0	G	6	0	1957	704	61	713	70	0			0	
y744n51		3XSSC	CONTROL			677	227	450	1056	256	800	1285	311	974	  0.56	  1.78	  0.46	  2.16	  0.54	  1.85	  0.44	  0.90	0	G	7	0	22	262	62	271	71	0			0	
y744n51		GENOMIC	CONTROL			279	204	75	289	223	66	351	271	80	  1.14	  0.88	  0.94	  1.07	  1.00	  1.00	  0.09	  0.10	0	G	8	0	1958	714	61	723	70	0			0	
y744n51		LABELLED DNA (CY5)	CONTROL			293	213	80	300	214	86	365	260	105	  0.93	  1.07	  0.76	  1.31	  1.00	  1.00	  0.65	  0.65	0	G	9	0	23	272	62	281	71	0			0	
y744n51		LABELLED DNA (CY3)	CONTROL			293	213	80	313	237	76	381	288	93	  1.05	  0.95	  0.86	  1.16	  1.00	  1.00	  0.06	  0.18	0	G	10	0	1959	725	61	734	70	0			0	
y744n51		LABELLED DNA (CY5)	CONTROL			322	213	109	331	232	99	403	282	121	  1.10	  0.91	  0.90	  1.11	  1.00	  1.00	  0.72	  0.84	0	G	11	0	24	282	62	291	71	0			0	
y744n51		LABELLED DNA (CY3)	CONTROL			293	225	68	288	220	68	350	267	83	  1.00	  1.00	  0.82	  1.22	  1.00	  1.00	  0.48	  0.44	0	G	12	0	1960	735	61	744	70	0			0	
y744n51		3XSSC	CONTROL			25959	266	25693	521	230	291	634	280	354	 88.29	  0.01	 72.58	  0.01	 62.87	  0.02	 71.42	  0.88	0	H	1	0	3891	222	509	231	518	0			0	
y744n51		3XSSC	CONTROL			8684	244	8440	740	235	505	901	286	615	 16.71	  0.06	 13.72	  0.07	 12.55	  0.08	 13.97	  0.94	0	H	2	0	5827	686	510	695	519	0			0	
y744n51		3XSSC	CONTROL			703	257	446	1263	242	1021	1537	294	1243	  0.44	  2.29	  0.36	  2.79	  0.41	  2.41	  0.32	  0.91	0	H	3	0	3892	232	509	241	518	0			0	
y744n51		3XSSC	CONTROL			1069	245	824	1271	235	1036	1547	286	1261	  0.80	  1.26	  0.65	  1.53	  0.72	  1.39	  0.55	  0.88	0	H	4	0	5828	696	510	705	519	0			0	
y744n51		3XSSC	CONTROL			25301	292	25009	372	251	121	452	305	147	206.69	  0.00	170.13	  0.01	124.22	  0.01	149.50	  0.69	0	H	5	0	3893	242	509	251	518	0			0	
y744n51		GENOMIC	CONTROL			14907	260	14647	635	232	403	773	282	491	 36.34	  0.03	 29.83	  0.03	 26.79	  0.04	 29.65	  0.84	0	H	6	0	5829	706	510	715	519	0			0	
y744n51		3XSSC	CONTROL			574	240	334	842	246	596	1025	299	726	  0.56	  1.78	  0.46	  2.17	  0.57	  1.76	  0.39	  0.89	0	H	7	0	3894	252	509	261	518	0			0	
y744n51		GENOMIC	CONTROL			1147	246	901	1430	261	1169	1741	317	1424	  0.77	  1.30	  0.63	  1.58	  0.69	  1.45	  0.53	  0.87	0	H	8	0	5830	716	510	725	519	0			0	
y744n51		LABELLED DNA (CY5)	CONTROL			320	201	119	314	219	95	382	266	116	  1.25	  0.80	  1.03	  0.97	  1.00	  1.00	  0.84	  0.79	0	H	9	0	3895	262	509	271	518	0			0	
y744n51		LABELLED DNA (CY3)	CONTROL			340	233	107	319	234	85	388	284	104	  1.26	  0.79	  1.03	  0.97	  1.00	  1.00	  1.08	  0.80	0	H	10	0	5831	726	510	735	519	0			0	
y744n51		LABELLED DNA (CY5)	CONTROL			352	211	141	327	207	120	398	252	146	  1.18	  0.85	  0.97	  1.04	  1.00	  1.00	  0.98	  0.79	0	H	11	0	3896	272	509	281	518	0			0	
y744n51		LABELLED DNA (CY3)	CONTROL			407	214	193	401	226	175	488	275	213	  1.10	  0.91	  0.91	  1.10	  1.00	  1.00	  0.94	  0.89	0	H	12	0	5832	736	510	745	519	0			0	
y744n51		YAL001C	ORF	TFC3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TFC3%22>SGD</a>	294	208	86	309	235	74	376	286	90	  1.16	  0.86	  0.96	  1.05	  1.00	  1.00	  0.29	  0.34	1	A	1	0	25	292	62	301	71	0	RPL	RNA POLYMERASE TRANSCRIPTION INITIATION FACTOR TFIIIC	1	
y744n51		YAL002W	ORF	VPS8	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22VPS8%22>SGD</a>	503	214	289	425	245	180	517	298	219	  1.61	  0.62	  1.32	  0.76	  1.00	  1.00	  1.19	  0.88	1	A	2	0	1961	745	61	754	70	0	VPS	VACUOLAR SORTING PROTEIN	1	
y744n51		YAL003W	ORF	TEF5	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TEF5%22>SGD</a>	4819	245	4574	6451	270	6181	7855	328	7527	  0.74	  1.35	  0.61	  1.65	  0.62	  1.62	  0.60	  0.97	1	A	3	0	26	302	62	311	71	0	TEF	TRANSLATION ELONGATION FACTOR EEF-1BETA	1	
y744n51		YAL004W	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL004W%22>SGD</a>	7434	243	7191	7684	276	7408	9356	336	9020	  0.97	  1.03	  0.80	  1.25	  0.81	  1.24	  0.73	  0.97	1	A	4	0	1962	755	61	764	70	0		HOMOLOGY TO A.KLEBSIANA GLUTAMATE DEHYDROGENASE	1	
y744n51		YAL005C	ORF	SSA1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SSA1%22>SGD</a>	7372	288	7084	9230	260	8970	11238	316	10922	  0.79	  1.27	  0.65	  1.54	  0.66	  1.52	  0.63	  0.97	1	A	5	0	27	312	62	321	71	0	HSP	HEAT SHOCK PROTEIN	1	
y744n51		YAL007C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL007C%22>SGD</a>	1992	246	1746	1561	243	1318	1900	295	1605	  1.32	  0.75	  1.09	  0.92	  1.02	  0.98	  1.06	  0.94	1	A	6	0	1963	765	61	774	70	0		HOMOLOGY TO YOR016C	1	
y744n51		YAL008W	ORF	FUN14	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN14%22>SGD</a>	876	308	568	759	266	493	924	323	601	  1.15	  0.87	  0.95	  1.06	  1.00	  1.00	  0.97	  0.95	1	A	7	0	28	322	62	331	71	0		HYPOTHETICAL PROTEIN	1	
y744n51		YAL009W	ORF	SPO7	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SPO7%22>SGD</a>	1208	236	972	897	240	657	1092	292	800	  1.48	  0.68	  1.22	  0.82	  1.08	  0.92	  1.15	  0.96	1	A	8	0	1964	775	61	784	70	1	SPO	MEIOTIC PROTEIN	1	
y744n51		YAL010C	ORF	MDM10	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22MDM10%22>SGD</a>	666	319	347	573	265	308	697	322	375	  1.13	  0.89	  0.93	  1.08	  1.00	  1.00	  0.80	  0.92	1	A	9	0	29	332	62	341	71	0	MGM	MITOCHONDRIAL PROTEIN	1	
y744n51		YAL011W	ORF	FUN36	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN36%22>SGD</a>	594	231	363	515	245	270	627	298	329	  1.34	  0.74	  1.10	  0.91	  1.00	  1.00	  1.01	  0.94	1	A	10	0	1965	785	61	794	70	0		HYPOTHETICAL PROTEIN	1	
y744n51		YAL012W	ORF	CYS3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22CYS3%22>SGD</a>	2343	300	2043	2840	252	2588	3458	306	3152	  0.79	  1.27	  0.65	  1.54	  0.67	  1.48	  0.62	  0.96	1	A	11	0	30	342	62	351	71	0	AAS	CYSTATHIONINE GAMMA-LYASE	1	
y744n51		YAL013W	ORF	DEP1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22DEP1%22>SGD</a>	419	213	206	414	234	180	504	284	220	  1.14	  0.87	  0.94	  1.07	  1.00	  1.00	  0.84	  0.91	1	A	12	0	1966	795	61	804	70	0	LIP	REGULATOR OF PHOSPHOLIPID METABOLISM	1	
y744n51		YAL014C	ORF	FUN34	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN34%22>SGD</a>	327	197	130	319	218	101	388	265	123	  1.29	  0.78	  1.06	  0.95	  1.00	  1.00	  1.10	  0.82	1	B	1	0	3897	282	509	291	518	0		HYPOTHETICAL PROTEIN	1	
y744n51		YAL015C	ORF	FUN33	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN33%22>SGD</a>	485	224	261	431	241	190	524	293	231	  1.37	  0.73	  1.13	  0.89	  1.00	  1.00	  1.13	  0.89	1	B	2	0	5833	746	510	755	519	0		SIMILARITY TO UV ENDONUCLEASE	1	
y744n51		YAL016W	ORF	TPD3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TPD3%22>SGD</a>	729	225	504	586	226	360	713	275	438	  1.40	  0.71	  1.15	  0.87	  1.00	  1.00	  1.15	  0.93	1	B	3	0	3898	292	509	301	518	0	PPA	" PHOSPHOPROTEIN PHOSPHATASE 2A, REGULATORY CHAIN A"""	1	
y744n51		YAL017W	ORF	FUN31	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN31%22>SGD</a>	348	208	140	354	232	122	431	282	149	  1.15	  0.87	  0.94	  1.06	  1.00	  1.00	  0.80	  0.73	1	B	4	0	5834	756	510	765	519	0		PUTATIVE SER/THR PROTEIN KINASE	1	
y744n51		YAL018C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL018C%22>SGD</a>	440	216	224	394	219	175	479	266	213	  1.28	  0.78	  1.05	  0.95	  1.00	  1.00	  1.01	  0.91	1	B	5	0	3899	302	509	311	518	1		WEAK SIMILARITY TO YOL047C	1	
y744n51		YAL019W	ORF	FUN30	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN30%22>SGD</a>	732	236	496	675	226	449	821	275	546	  1.10	  0.91	  0.91	  1.10	  1.00	  1.00	  0.87	  0.89	1	B	6	0	5835	766	510	775	519	0		SIMILARITY TO HELICASES OF THE SNF2/RAD54 FAMILY	1	
y744n51		YAL020C	ORF	ATS1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22ATS1%22>SGD</a>	487	212	275	424	229	195	516	278	238	  1.41	  0.71	  1.16	  0.87	  1.00	  1.00	  1.18	  0.93	1	B	7	0	3900	312	509	321	518	1	SRP	ALPHA-TUBULIN SUPRESSOR	1	
y744n51		YAL021C	ORF	CCR4	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22CCR4%22>SGD</a>	1030	240	790	771	217	554	938	264	674	  1.43	  0.70	  1.17	  0.85	  1.02	  0.98	  1.13	  0.91	1	B	8	0	5836	776	510	785	519	0	TRF	TRANSCRIPTIONAL REGULATOR	1	
