EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n96		3XSSC	CONTROL			1332	366	966	2953	312	2641	4173	440	3733	  0.37	  2.73	  0.26	  3.86	  0.35	  2.86	  0.22	  0.86	0	H	3	0	3892	249	470	258	479	0			0	
y744n96		3XSSC	CONTROL			637	296	341	1596	312	1284	2255	440	1815	  0.27	  3.77	  0.19	  5.32	  0.38	  2.61	  0.16	  0.92	0	H	4	0	5828	713	473	722	482	0			0	
y744n96		3XSSC	CONTROL			24083	402	23681	689	296	393	973	418	555	 60.26	  0.02	 42.67	  0.02	 22.50	  0.04	 30.64	  0.77	0	H	5	0	3893	259	470	268	479	0			0	
y744n96		GENOMIC	CONTROL			20557	289	20268	457	270	187	645	381	264	108.39	  0.01	 76.77	  0.01	 26.66	  0.04	 52.66	  0.67	0	H	6	0	5829	723	473	732	482	0			0	
y744n96		3XSSC	CONTROL			789	318	471	2069	297	1772	2924	419	2505	  0.27	  3.76	  0.19	  5.32	  0.32	  3.16	  0.15	  0.89	0	H	7	0	3894	269	470	278	479	0			0	
y744n96		GENOMIC	CONTROL			782	273	509	1735	282	1453	2452	398	2054	  0.35	  2.85	  0.25	  4.04	  0.43	  2.31	  0.24	  0.88	0	H	8	0	5830	733	473	742	482	0			0	
y744n96		LABELLED DNA (CY5)	CONTROL			494	288	206	448	273	175	633	385	248	  1.18	  0.85	  0.83	  1.20	  1.00	  1.00	  0.90	  0.86	0	H	9	0	3895	280	471	289	480	0			0	
y744n96		LABELLED DNA (CY3)	CONTROL			340	250	90	363	275	88	513	388	125	  1.02	  0.98	  0.72	  1.39	  1.00	  1.00	  0.46	  0.61	0	H	10	0	5831	744	473	753	482	0			0	
y744n96		LABELLED DNA (CY5)	CONTROL			443	248	195	416	260	156	587	367	220	  1.25	  0.80	  0.89	  1.13	  1.00	  1.00	  0.89	  0.81	0	H	11	0	3896	290	471	299	480	0			0	
y744n96		LABELLED DNA (CY3)	CONTROL			357	256	101	393	298	95	555	421	134	  1.06	  0.94	  0.75	  1.33	  1.00	  1.00	  0.66	  0.69	0	H	12	0	5832	754	473	763	482	0			0	
y744n96		YAL001C	ORF	TFC3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TFC3%22>SGD</a>	1105	858	247	2131	1695	436	3012	2395	617	  0.57	  1.77	  0.40	  2.50	  1.00	  1.00	  0.53	  0.86	1	A	1	0	25	311	24	320	33	0	RPL	RNA POLYMERASE TRANSCRIPTION INITIATION FACTOR TFIIIC	1	
y744n96		YAL002W	ORF	VPS8	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22VPS8%22>SGD</a>	2750	383	2367	2864	631	2233	4048	891	3157	  1.06	  0.94	  0.75	  1.33	  0.95	  1.05	  0.74	  0.93	1	A	2	0	1961	764	24	773	33	0	VPS	VACUOLAR SORTING PROTEIN	1	
y744n96		YAL003W	ORF	TEF5	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TEF5%22>SGD</a>	7319	837	6482	10994	1692	9302	15539	2391	13148	  0.70	  1.44	  0.49	  2.03	  0.53	  1.90	  0.49	  0.93	1	A	3	0	26	321	24	330	33	0	TEF	TRANSLATION ELONGATION FACTOR EEF-1BETA	1	
y744n96		YAL004W	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL004W%22>SGD</a>	19323	431	18892	22525	756	21769	31837	1068	30769	  0.87	  1.15	  0.61	  1.63	  0.63	  1.59	  0.60	  0.94	1	A	4	0	1962	774	24	783	33	0		HOMOLOGY TO A.KLEBSIANA GLUTAMATE DEHYDROGENASE	1	
y744n96		YAL005C	ORF	SSA1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SSA1%22>SGD</a>	1806	824	982	3298	1572	1726	4661	2221	2440	  0.57	  1.76	  0.40	  2.48	  0.59	  1.70	  0.40	  0.87	1	A	5	0	27	331	24	340	33	0	HSP	HEAT SHOCK PROTEIN	1	
y744n96		YAL007C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL007C%22>SGD</a>	4966	332	4634	3952	638	3314	5585	901	4684	  1.40	  0.72	  0.99	  1.01	  1.00	  1.00	  0.91	  0.94	1	A	6	0	1963	784	24	793	33	0		HOMOLOGY TO YOR016C	1	
y744n96		YAL008W	ORF	FUN14	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN14%22>SGD</a>	2184	915	1269	2475	1735	740	3498	2452	1046	  1.71	  0.58	  1.21	  0.82	  1.00	  1.00	  1.06	  0.83	1	A	7	0	28	341	24	350	33	0		HYPOTHETICAL PROTEIN	1	
y744n96		YAL009W	ORF	SPO7	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22SPO7%22>SGD</a>	2297	323	1974	2310	581	1729	3265	821	2444	  1.14	  0.88	  0.81	  1.24	  1.00	  1.00	  0.78	  0.93	1	A	8	0	1964	794	24	803	33	1	SPO	MEIOTIC PROTEIN	1	
y744n96		YAL010C	ORF	MDM10	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22MDM10%22>SGD</a>	1477	910	567	2118	1566	552	2993	2213	780	  1.03	  0.97	  0.73	  1.38	  1.00	  1.00	  0.58	  0.65	1	A	9	0	29	351	24	360	33	0	MGM	MITOCHONDRIAL PROTEIN	1	
y744n96		YAL011W	ORF	FUN36	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN36%22>SGD</a>	1278	325	953	1336	612	724	1888	865	1023	  1.32	  0.76	  0.93	  1.07	  1.00	  1.00	  0.84	  0.87	1	A	10	0	1965	804	24	813	33	0		HYPOTHETICAL PROTEIN	1	
y744n96		YAL012W	ORF	CYS3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22CYS3%22>SGD</a>	4343	924	3419	6059	1824	4235	8564	2578	5986	  0.81	  1.24	  0.57	  1.75	  0.65	  1.53	  0.57	  0.95	1	A	11	0	30	361	24	370	33	0	AAS	CYSTATHIONINE GAMMA-LYASE	1	
y744n96		YAL013W	ORF	DEP1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22DEP1%22>SGD</a>	848	335	513	1213	674	539	1714	952	762	  0.95	  1.05	  0.67	  1.49	  1.00	  1.00	  0.58	  0.89	1	A	12	0	1966	814	24	823	33	0	LIP	REGULATOR OF PHOSPHOLIPID METABOLISM	1	
y744n96		YAL014C	ORF	FUN34	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN34%22>SGD</a>	567	263	304	514	263	251	726	371	355	  1.21	  0.83	  0.86	  1.17	  1.00	  1.00	  0.89	  0.89	1	B	1	0	3897	300	471	309	480	0		HYPOTHETICAL PROTEIN	1	
y744n96		YAL015C	ORF	FUN33	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN33%22>SGD</a>	567	273	294	515	319	196	727	450	277	  1.50	  0.67	  1.06	  0.94	  1.00	  1.00	  1.15	  0.90	1	B	2	0	5833	764	473	773	482	0		SIMILARITY TO UV ENDONUCLEASE	1	
y744n96		YAL016W	ORF	TPD3	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22TPD3%22>SGD</a>	1331	286	1045	1041	308	733	1471	435	1036	  1.43	  0.70	  1.01	  0.99	  1.00	  1.00	  0.98	  0.93	1	B	3	0	3898	310	471	319	480	0	PPA	" PHOSPHOPROTEIN PHOSPHATASE 2A, REGULATORY CHAIN A"""	1	
y744n96		YAL017W	ORF	FUN31	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN31%22>SGD</a>	352	262	90	398	309	89	562	436	126	  1.01	  0.99	  0.71	  1.40	  1.00	  1.00	  0.51	  0.66	1	B	4	0	5834	774	473	783	482	0		PUTATIVE SER/THR PROTEIN KINASE	1	
y744n96		YAL018C	ORF		<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22YAL018C%22>SGD</a>	590	277	313	505	310	195	713	438	275	  1.61	  0.62	  1.14	  0.88	  1.00	  1.00	  1.18	  0.92	1	B	5	0	3899	320	471	329	480	1		WEAK SIMILARITY TO YOL047C	1	
y744n96		YAL019W	ORF	FUN30	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22FUN30%22>SGD</a>	1983	286	1697	1745	336	1409	2466	474	1992	  1.20	  0.83	  0.85	  1.17	  1.00	  1.00	  0.81	  0.96	1	B	6	0	5835	784	473	793	482	0		SIMILARITY TO HELICASES OF THE SNF2/RAD54 FAMILY	1	
y744n96		YAL020C	ORF	ATS1	<a href=http://www-genome.stanford.edu/cgi-bin/dbrun/SacchDB?find+Locus+%22ATS1%22>SGD</a>	571	267	304	493	252	241	696	356	340	  1.26	  0.79	  0.89	  1.12	  1.00	  1.00	  0.97	  0.92	1	B	7	0	3900	330	471	339	480	1	SRP	ALPHA-TUBULIN SUPRESSOR	1	
